"ITTER107","Territorio","TIPO_DATO15","Tipo dato","SEXISTAT1","Sesso","CAUSEMORTE_SL","Causa iniziale di morte - European Short List","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC44","Sondrio","DEATH","morti","2","femmine","7","malattie del sistema circolatorio","2017","2017",330,,
"ITC42","Como","DEATH","morti","1","maschi","7_1","malattie ischemiche del cuore","2017","2017",294,,
"ITC42","Como","DEATH","morti","9","totale","7_1","malattie ischemiche del cuore","2017","2017",564,,
"ITC41","Varese","DEATH","morti","9","totale","7_1_1","di cui infarto miocardico acuto","2017","2017",389,,
"ITC43","Lecco","DEATH","morti","1","maschi","7_1_1","di cui infarto miocardico acuto","2017","2017",71,,
"ITC43","Lecco","DEATH","morti","9","totale","7_1_1","di cui infarto miocardico acuto","2017","2017",139,,
"ITC41","Varese","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2017","2017",316,,
"ITC42","Como","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2017","2017",158,,
"ITC42","Como","DEATH","morti","9","totale","7_1_2","du cui altre malattie ischemiche del cuore","2017","2017",330,,
"ITC43","Lecco","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2017","2017",88,,
"ITC44","Sondrio","DEATH","morti","2","femmine","7_1_2","du cui altre malattie ischemiche del cuore","2017","2017",52,,
"ITC41","Varese","DEATH","morti","1","maschi","7_2","altre malattie del cuore","2017","2017",312,,
"ITC42","Como","DEATH","morti","1","maschi","7_2","altre malattie del cuore","2017","2017",239,,
"ITC43","Lecco","DEATH","morti","2","femmine","7_2","altre malattie del cuore","2017","2017",139,,
"ITC43","Lecco","DEATH","morti","9","totale","7_2","altre malattie del cuore","2017","2017",243,,
"ITC41","Varese","DEATH","morti","9","totale","7_3","malattie cerebrovascolari","2017","2017",804,,
"ITC43","Lecco","DEATH","morti","1","maschi","7_3","malattie cerebrovascolari","2017","2017",104,,
"ITC43","Lecco","DEATH","morti","9","totale","7_3","malattie cerebrovascolari","2017","2017",264,,
"ITC41","Varese","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2017","2017",482,,
"ITC42","Como","DEATH","morti","9","totale","7_4","altre malattie del sistema circolatorio","2017","2017",391,,
"ITC43","Lecco","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2017","2017",145,,
"ITC44","Sondrio","DEATH","morti","2","femmine","7_4","altre malattie del sistema circolatorio","2017","2017",83,,
"ITC42","Como","DEATH","morti","9","totale","8","malattie del sistema respiratorio","2017","2017",587,,
"ITC41","Varese","DEATH","morti","9","totale","8_1","influenza","2017","2017",6,,
"ITC43","Lecco","DEATH","morti","1","maschi","8_1","influenza","2017","2017",1,,
"ITC41","Varese","DEATH","morti","2","femmine","8_2","polmonite","2017","2017",118,,
"ITC44","Sondrio","DEATH","morti","2","femmine","8_2","polmonite","2017","2017",32,,
"ITC42","Como","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2017","2017",105,,
"ITC42","Como","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2017","2017",221,,
"ITC43","Lecco","DEATH","morti","9","totale","8_3","malattie croniche delle basse vie respiratorie","2017","2017",97,,
"ITC41","Varese","DEATH","morti","9","totale","8_3_1","di cui asma","2017","2017",13,,
"ITC41","Varese","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",168,,
"ITC42","Como","DEATH","morti","2","femmine","8_4","altre malattie del sistema respiratorio","2017","2017",79,,
"ITC42","Como","DEATH","morti","9","totale","8_4","altre malattie del sistema respiratorio","2017","2017",143,,
"ITC42","Como","DEATH","morti","1","maschi","9","malattie dell'apparato digerente","2017","2017",88,,
"ITC42","Como","DEATH","morti","2","femmine","9","malattie dell'apparato digerente","2017","2017",80,,
"ITC42","Como","DEATH","morti","1","maschi","9_1","ulcera dello stomaco, duodeno e digiuno","2017","2017",2,,
"ITC42","Como","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2017","2017",5,,
"ITC44","Sondrio","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2017","2017",5,,
"ITC42","Como","DEATH","morti","2","femmine","9_2","cirrosi, fibrosi ed epatite cronica","2017","2017",11,,
"ITC42","Como","DEATH","morti","9","totale","9_2","cirrosi, fibrosi ed epatite cronica","2017","2017",40,,
"ITC42","Como","DEATH","morti","1","maschi","9_3","altre malattie dell'apparato digerente","2017","2017",57,,
"ITC42","Como","DEATH","morti","2","femmine","9_3","altre malattie dell'apparato digerente","2017","2017",66,,
"ITC43","Lecco","DEATH","morti","2","femmine","9_3","altre malattie dell'apparato digerente","2017","2017",44,,
"ITC41","Varese","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2017","2017",18,,
"ITC42","Como","DEATH","morti","1","maschi","10","malattie della cute e del tessuto sottocutaneo","2017","2017",4,,
"ITC43","Lecco","DEATH","morti","1","maschi","10","malattie della cute e del tessuto sottocutaneo","2017","2017",3,,
"ITC44","Sondrio","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2017","2017",2,,
"ITC42","Como","DEATH","morti","2","femmine","11","malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",18,,
"ITC42","Como","DEATH","morti","9","totale","11","malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",25,,
"ITC42","Como","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2017","2017",4,,
"ITC43","Lecco","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2017","2017",6,,
"ITC42","Como","DEATH","morti","1","maschi","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",3,,
"ITC42","Como","DEATH","morti","9","totale","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",17,,
"ITC43","Lecco","DEATH","morti","1","maschi","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",5,,
"ITC44","Sondrio","DEATH","morti","9","totale","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",8,,
"ITC42","Como","DEATH","morti","9","totale","12","malattie dell'apparato genitourinario","2017","2017",138,,
"ITC43","Lecco","DEATH","morti","1","maschi","12","malattie dell'apparato genitourinario","2017","2017",26,,
"ITC42","Como","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2017","2017",52,,
"ITC43","Lecco","DEATH","morti","2","femmine","12_1","malattie del rene e dell'uretere","2017","2017",21,,
"ITC41","Varese","DEATH","morti","9","totale","12_2","altre malattie dell'apparato genitourinario","2017","2017",65,,
"ITC42","Como","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2017","2017",16,,
"ITC42","Como","DEATH","morti","9","totale","12_2","altre malattie dell'apparato genitourinario","2017","2017",46,,
"ITC43","Lecco","DEATH","morti","1","maschi","12_2","altre malattie dell'apparato genitourinario","2017","2017",11,,
"ITC44","Sondrio","DEATH","morti","9","totale","12_2","altre malattie dell'apparato genitourinario","2017","2017",6,,
"ITC41","Varese","DEATH","morti","9","totale","15","malformazioni congenite ed anomalie cromosomiche","2017","2017",21,,
"ITC42","Como","DEATH","morti","1","maschi","15","malformazioni congenite ed anomalie cromosomiche","2017","2017",10,,
"ITC42","Como","DEATH","morti","9","totale","15","malformazioni congenite ed anomalie cromosomiche","2017","2017",19,,
"ITC43","Lecco","DEATH","morti","1","maschi","15","malformazioni congenite ed anomalie cromosomiche","2017","2017",7,,
"ITC43","Lecco","DEATH","morti","1","maschi","16","sintomi, segni, risultati anomali e cause mal definite","2017","2017",19,,
"ITC43","Lecco","DEATH","morti","9","totale","16","sintomi, segni, risultati anomali e cause mal definite","2017","2017",64,,
"ITC42","Como","DEATH","morti","1","maschi","16_2","cause sconosciute e non specificate","2017","2017",5,,
"ITC42","Como","DEATH","morti","9","totale","16_2","cause sconosciute e non specificate","2017","2017",12,,
"ITC43","Lecco","DEATH","morti","1","maschi","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2017","2017",14,,
"ITC43","Lecco","DEATH","morti","9","totale","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2017","2017",55,,
"ITC42","Como","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2017","2017",97,,
"ITC42","Como","DEATH","morti","9","totale","17","cause esterne di traumatismo e avvelenamento","2017","2017",206,,
"ITC43","Lecco","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2017","2017",38,,
"ITC44","Sondrio","DEATH","morti","2","femmine","17","cause esterne di traumatismo e avvelenamento","2017","2017",39,,
"ITC42","Como","DEATH","morti","1","maschi","17_1","accidenti","2017","2017",74,,
"ITC41","Varese","DEATH","morti","9","totale","17_1_1","di cui accidenti di trasporto","2017","2017",39,,
"ITC43","Lecco","DEATH","morti","1","maschi","17_1_1","di cui accidenti di trasporto","2017","2017",15,,
"ITC43","Lecco","DEATH","morti","9","totale","17_1_1","di cui accidenti di trasporto","2017","2017",19,,
"ITC41","Varese","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2017","2017",23,,
"ITC42","Como","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2017","2017",13,,
"ITC42","Como","DEATH","morti","9","totale","17_1_2","di cui cadute accidentali","2017","2017",38,,
"ITC43","Lecco","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2017","2017",13,,
"ITC44","Sondrio","DEATH","morti","2","femmine","17_1_2","di cui cadute accidentali","2017","2017",4,,
"ITC42","Como","DEATH","morti","1","maschi","17_1_3","di cui annegamento e sommersione accidentali","2017","2017",1,,
"ITC43","Lecco","DEATH","morti","9","totale","17_1_3","di cui annegamento e sommersione accidentali","2017","2017",6,,
"ITC41","Varese","DEATH","morti","9","totale","17_1_4","di cui avvelenamento accidentale","2017","2017",3,,
"ITC41","Varese","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2017","2017",76,,
"ITC44","Sondrio","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2017","2017",25,,
"ITC42","Como","DEATH","morti","2","femmine","17_2","suicidio e autolesione intenzionale","2017","2017",14,,
"ITC42","Como","DEATH","morti","9","totale","17_2","suicidio e autolesione intenzionale","2017","2017",40,,
"ITC43","Lecco","DEATH","morti","9","totale","17_2","suicidio e autolesione intenzionale","2017","2017",29,,
"ITC44","Sondrio","DEATH","morti","1","maschi","17_2","suicidio e autolesione intenzionale","2017","2017",18,,
"ITC41","Varese","DEATH","morti","9","totale","17_3","omicidio, aggressione","2017","2017",5,,
"ITC42","Como","DEATH","morti","1","maschi","17_3","omicidio, aggressione","2017","2017",5,,
"ITC43","Lecco","DEATH","morti","1","maschi","17_3","omicidio, aggressione","2017","2017",1,,
"ITC42","Como","DEATH","morti","2","femmine","17_5","altre cause esterne di traumatismo e avvelenamento","2017","2017",4,,
"ITC42","Como","DEATH","morti","9","totale","17_5","altre cause esterne di traumatismo e avvelenamento","2017","2017",7,,
"ITC42","Como","DEATH","morti","1","maschi","99","totale","2017","2017",2738,,
"ITC42","Como","DEATH","morti","2","femmine","99","totale","2017","2017",3269,,
"ITC42","Como","DEATH","morti","9","totale","1","alcune malattie infettive e parassitarie","2017","2017",139,,
"ITC43","Lecco","DEATH","morti","2","femmine","1","alcune malattie infettive e parassitarie","2017","2017",36,,
"ITC43","Lecco","DEATH","morti","9","totale","1_1","tubercolosi","2017","2017",2,,
"ITC41","Varese","DEATH","morti","1","maschi","1_2","aids (malattia da hiv)","2017","2017",3,,
"ITC43","Lecco","DEATH","morti","9","totale","1_2","aids (malattia da hiv)","2017","2017",4,,
"ITC45","Milano","DEATH","morti","2","femmine","1_2","aids (malattia da hiv)","2017","2017",13,,
"ITC43","Lecco","DEATH","morti","2","femmine","1_3","epatite virale","2017","2017",7,,
"ITC43","Lecco","DEATH","morti","9","totale","1_4","altre malattie infettive e parassitarie","2017","2017",47,,
"ITC41","Varese","DEATH","morti","1","maschi","2","tumori","2017","2017",1453,,
"ITC43","Lecco","DEATH","morti","9","totale","2","tumori","2017","2017",976,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1","tumori maligni","2017","2017",437,,
"ITC44","Sondrio","DEATH","morti","2","femmine","2_1","tumori maligni","2017","2017",268,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",17,,
"ITC44","Sondrio","DEATH","morti","1","maschi","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",12,,
"ITC41","Varese","DEATH","morti","1","maschi","2_1_2","di cui tumori maligni dell'esofago","2017","2017",22,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_2","di cui tumori maligni dell'esofago","2017","2017",11,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_3","di cui tumori maligni dello stomaco","2017","2017",27,,
"ITC44","Sondrio","DEATH","morti","2","femmine","2_1_3","di cui tumori maligni dello stomaco","2017","2017",19,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_3","di cui tumori maligni dello stomaco","2017","2017",234,,
"ITC44","Sondrio","DEATH","morti","1","maschi","2_1_4","di cui tumori maligni del colon, del retto e dell'ano","2017","2017",18,,
"ITC41","Varese","DEATH","morti","1","maschi","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2017","2017",90,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_5","di cui tumori maligni del fegato e dei dotti biliari intraepatici","2017","2017",51,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_6","di cui tumori maligni del pancreas","2017","2017",39,,
"ITC44","Sondrio","DEATH","morti","2","femmine","2_1_6","di cui tumori maligni del pancreas","2017","2017",22,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_6","di cui tumori maligni del pancreas","2017","2017",395,,
"ITC42","Como","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2017","2017",14,,
"ITC44","Sondrio","DEATH","morti","1","maschi","2_1_7","di cui tumori maligni della laringe","2017","2017",6,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_8","di cui tumori maligni della trachea, dei bronchi e dei polmoni","2017","2017",161,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_9","di cui melanomi maligni della cute","2017","2017",4,,
"ITC44","Sondrio","DEATH","morti","2","femmine","2_1_9","di cui melanomi maligni della cute","2017","2017",5,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_9","di cui melanomi maligni della cute","2017","2017",51,,
"ITC42","Como","DEATH","morti","1","maschi","2_1_10","di cui tumori maligni del seno","2017","2017",3,,
"ITC42","Como","DEATH","morti","2","femmine","2_1_11","di cui tumori maligni della cervice uterina","2017","2017",7,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_12","di cui tumori maligni di altre parti dell'utero","2017","2017",19,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_12","di cui tumori maligni di altre parti dell'utero","2017","2017",130,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_14","di cui tumori maligni della prostata","2017","2017",42,,
"ITC45","Milano","DEATH","morti","9","totale","2_1_14","di cui tumori maligni della prostata","2017","2017",399,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_15","di cui tumori maligni del rene","2017","2017",9,,
"ITC42","Como","DEATH","morti","1","maschi","2_1_16","di cui tumori maligni della vescica","2017","2017",41,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_16","di cui tumori maligni della vescica","2017","2017",27,,
"ITC42","Como","DEATH","morti","9","totale","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2017","2017",38,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2017","2017",13,,
"ITC43","Lecco","DEATH","morti","9","totale","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2017","2017",31,,
"ITC45","Milano","DEATH","morti","9","totale","2_1_17","di cui tumori maligni del cervello e del sistema nervoso centrale","2017","2017",242,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_19","di cui morbo di hodgkin e linfomi","2017","2017",155,,
"ITC42","Como","DEATH","morti","9","totale","2_1_20","di cui leucemia","2017","2017",53,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_1_20","di cui leucemia","2017","2017",9,,
"ITC45","Milano","DEATH","morti","9","totale","2_1_20","di cui leucemia","2017","2017",359,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1_22","di cui altri tumori maligni","2017","2017",579,,
"ITC43","Lecco","DEATH","morti","2","femmine","2_2","tumori non maligni (benigni e di comportamento incerto)","2017","2017",19,,
"ITC43","Lecco","DEATH","morti","9","totale","3","malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario","2017","2017",17,,
"ITC43","Lecco","DEATH","morti","9","totale","4","malattie endocrine, nutrizionali e metaboliche","2017","2017",108,,
"ITC45","Milano","DEATH","morti","2","femmine","4","malattie endocrine, nutrizionali e metaboliche","2017","2017",590,,
"ITC43","Lecco","DEATH","morti","2","femmine","4_1","diabete mellito","2017","2017",43,,
"ITC43","Lecco","DEATH","morti","9","totale","4_2","altre malattie endocrine, nutrizionali e metaboliche","2017","2017",28,,
"ITC41","Varese","DEATH","morti","1","maschi","5","disturbi psichici e comportamentali","2017","2017",97,,
"ITC43","Lecco","DEATH","morti","9","totale","5","disturbi psichici e comportamentali","2017","2017",165,,
"ITC41","Varese","DEATH","morti","9","totale","5_1","demenza","2017","2017",314,,
"ITC43","Lecco","DEATH","morti","2","femmine","5_1","demenza","2017","2017",115,,
"ITC44","Sondrio","DEATH","morti","2","femmine","5_1","demenza","2017","2017",67,,
"ITC41","Varese","DEATH","morti","1","maschi","5_3","dipendenza da droghe, tossicomania","2017","2017",1,,
"ITC43","Lecco","DEATH","morti","9","totale","5_3","dipendenza da droghe, tossicomania","2017","2017",2,,
"ITC44","Sondrio","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2017","2017",5,,
"ITC45","Milano","DEATH","morti","2","femmine","5_4","altri disturbi psichici e comportamentali","2017","2017",30,,
"ITC44","Sondrio","DEATH","morti","1","maschi","6","malattie del sistema nervoso e degli organi di senso","2017","2017",43,,
"ITC41","Varese","DEATH","morti","1","maschi","6_1","morbo di parkinson","2017","2017",81,,
"ITC42","Como","DEATH","morti","2","femmine","6_1","morbo di parkinson","2017","2017",45,,
"ITC43","Lecco","DEATH","morti","9","totale","6_1","morbo di parkinson","2017","2017",40,,
"ITC43","Lecco","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2017","2017",42,,
"ITC44","Sondrio","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2017","2017",28,,
"ITC45","Milano","DEATH","morti","2","femmine","6_2","malattia di alzheimer","2017","2017",450,,
"ITC42","Como","DEATH","morti","1","maschi","6_3","altre malattie del sistema nervoso e degli organi di senso","2017","2017",43,,
"ITC44","Sondrio","DEATH","morti","1","maschi","6_3","altre malattie del sistema nervoso e degli organi di senso","2017","2017",18,,
"ITC44","Sondrio","DEATH","morti","9","totale","6_3","altre malattie del sistema nervoso e degli organi di senso","2017","2017",26,,
"ITC43","Lecco","DEATH","morti","9","totale","7","malattie del sistema circolatorio","2017","2017",1069,,
"ITC43","Lecco","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2017","2017",156,,
"ITC44","Sondrio","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2017","2017",95,,
"ITC45","Milano","DEATH","morti","2","femmine","7_1","malattie ischemiche del cuore","2017","2017",1243,,
"ITC42","Como","DEATH","morti","1","maschi","7_1_1","di cui infarto miocardico acuto","2017","2017",122,,
"ITC44","Sondrio","DEATH","morti","1","maschi","7_1_1","di cui infarto miocardico acuto","2017","2017",50,,
"ITC44","Sondrio","DEATH","morti","9","totale","7_1_1","di cui infarto miocardico acuto","2017","2017",93,,
"ITC43","Lecco","DEATH","morti","9","totale","7_1_2","du cui altre malattie ischemiche del cuore","2017","2017",181,,
"ITC45","Milano","DEATH","morti","2","femmine","7_2","altre malattie del cuore","2017","2017",1382,,
"ITC42","Como","DEATH","morti","1","maschi","7_3","malattie cerebrovascolari","2017","2017",206,,
"ITC44","Sondrio","DEATH","morti","9","totale","7_3","malattie cerebrovascolari","2017","2017",122,,
"ITC43","Lecco","DEATH","morti","9","totale","7_4","altre malattie del sistema circolatorio","2017","2017",242,,
"ITC45","Milano","DEATH","morti","9","totale","7_4","altre malattie del sistema circolatorio","2017","2017",1911,,
"ITC43","Lecco","DEATH","morti","2","femmine","8","malattie del sistema respiratorio","2017","2017",135,,
"ITC43","Lecco","DEATH","morti","9","totale","8_1","influenza","2017","2017",6,,
"ITC44","Sondrio","DEATH","morti","9","totale","8_1","influenza","2017","2017",2,,
"ITC42","Como","DEATH","morti","9","totale","8_2","polmonite","2017","2017",220,,
"ITC43","Lecco","DEATH","morti","2","femmine","8_2","polmonite","2017","2017",51,,
"ITC43","Lecco","DEATH","morti","9","totale","8_2","polmonite","2017","2017",84,,
"ITC45","Milano","DEATH","morti","9","totale","8_2","polmonite","2017","2017",804,,
"ITC43","Lecco","DEATH","morti","2","femmine","8_3","malattie croniche delle basse vie respiratorie","2017","2017",46,,
"ITC43","Lecco","DEATH","morti","9","totale","8_3_1","di cui asma","2017","2017",1,,
"ITC45","Milano","DEATH","morti","2","femmine","8_3_1","di cui asma","2017","2017",12,,
"ITC42","Como","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",219,,
"ITC43","Lecco","DEATH","morti","2","femmine","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",45,,
"ITC45","Milano","DEATH","morti","9","totale","8_3_2","di cui altre malattie croniche delle basse vie respiratorie","2017","2017",1158,,
"ITC45","Milano","DEATH","morti","9","totale","9_1","ulcera dello stomaco, duodeno e digiuno","2017","2017",44,,
"ITC43","Lecco","DEATH","morti","9","totale","9_2","cirrosi, fibrosi ed epatite cronica","2017","2017",17,,
"ITC43","Lecco","DEATH","morti","9","totale","9_3","altre malattie dell'apparato digerente","2017","2017",86,,
"ITC42","Como","DEATH","morti","9","totale","10","malattie della cute e del tessuto sottocutaneo","2017","2017",13,,
"ITC43","Lecco","DEATH","morti","9","totale","11","malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",15,,
"ITC41","Varese","DEATH","morti","1","maschi","11_1","artrite reumatoide a osteoartrosi","2017","2017",1,,
"ITC43","Lecco","DEATH","morti","9","totale","11_1","artrite reumatoide a osteoartrosi","2017","2017",7,,
"ITC45","Milano","DEATH","morti","2","femmine","11_1","artrite reumatoide a osteoartrosi","2017","2017",47,,
"ITC41","Varese","DEATH","morti","9","totale","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",27,,
"ITC43","Lecco","DEATH","morti","2","femmine","11_2","altre malattie del sistema osteomuscolare e del tessuto connettivo","2017","2017",3,,
"ITC43","Lecco","DEATH","morti","9","totale","12","malattie dell'apparato genitourinario","2017","2017",55,,
"ITC41","Varese","DEATH","morti","1","maschi","12_1","malattie del rene e dell'uretere","2017","2017",50,,
"ITC43","Lecco","DEATH","morti","9","totale","12_1","malattie del rene e dell'uretere","2017","2017",36,,
"ITC43","Lecco","DEATH","morti","2","femmine","12_2","altre malattie dell'apparato genitourinario","2017","2017",8,,
"ITC44","Sondrio","DEATH","morti","2","femmine","12_2","altre malattie dell'apparato genitourinario","2017","2017",1,,
"ITC41","Varese","DEATH","morti","1","maschi","14","alcune condizioni morbose che hanno origine nel periodo perinatale","2017","2017",6,,
"ITC43","Lecco","DEATH","morti","2","femmine","15","malformazioni congenite ed anomalie cromosomiche","2017","2017",5,,
"ITC45","Milano","DEATH","morti","2","femmine","15","malformazioni congenite ed anomalie cromosomiche","2017","2017",42,,
"ITC44","Sondrio","DEATH","morti","1","maschi","16","sintomi, segni, risultati anomali e cause mal definite","2017","2017",7,,
"ITC43","Lecco","DEATH","morti","2","femmine","16_2","cause sconosciute e non specificate","2017","2017",4,,
"ITC45","Milano","DEATH","morti","2","femmine","16_2","cause sconosciute e non specificate","2017","2017",49,,
"ITC42","Como","DEATH","morti","1","maschi","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2017","2017",35,,
"ITC44","Sondrio","DEATH","morti","1","maschi","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2017","2017",7,,
"ITC44","Sondrio","DEATH","morti","9","totale","16_3","altri sintomi, segni, risultati anomali e cause mal definite","2017","2017",31,,
"ITC43","Lecco","DEATH","morti","9","totale","17","cause esterne di traumatismo e avvelenamento","2017","2017",135,,
"ITC43","Lecco","DEATH","morti","2","femmine","17_1","accidenti","2017","2017",35,,
"ITC45","Milano","DEATH","morti","2","femmine","17_1","accidenti","2017","2017",410,,
"ITC42","Como","DEATH","morti","1","maschi","17_1_1","di cui accidenti di trasporto","2017","2017",18,,
"ITC44","Sondrio","DEATH","morti","9","totale","17_1_1","di cui accidenti di trasporto","2017","2017",12,,
"ITC43","Lecco","DEATH","morti","9","totale","17_1_2","di cui cadute accidentali","2017","2017",33,,
"ITC45","Milano","DEATH","morti","9","totale","17_1_2","di cui cadute accidentali","2017","2017",166,,
"ITC42","Como","DEATH","morti","1","maschi","17_1_4","di cui avvelenamento accidentale","2017","2017",4,,
"ITC42","Como","DEATH","morti","9","totale","17_1_5","di cui altri accidenti","2017","2017",77,,
"ITC43","Lecco","DEATH","morti","2","femmine","17_1_5","di cui altri accidenti","2017","2017",17,,
"ITC43","Lecco","DEATH","morti","9","totale","17_1_5","di cui altri accidenti","2017","2017",45,,
"ITC45","Milano","DEATH","morti","9","totale","17_1_5","di cui altri accidenti","2017","2017",557,,
"ITC43","Lecco","DEATH","morti","2","femmine","17_2","suicidio e autolesione intenzionale","2017","2017",3,,
"ITC43","Lecco","DEATH","morti","9","totale","17_3","omicidio, aggressione","2017","2017",1,,
"ITC45","Milano","DEATH","morti","2","femmine","17_3","omicidio, aggressione","2017","2017",7,,
"ITC43","Lecco","DEATH","morti","9","totale","99","totale","2017","2017",3202,,
"ITC45","Milano","DEATH","morti","2","femmine","99","totale","2017","2017",16164,,
"ITC45","Milano","DEATH","morti","2","femmine","1","alcune malattie infettive e parassitarie","2017","2017",416,,
"ITC41","Varese","DEATH","morti","2","femmine","1_1","tubercolosi","2017","2017",4,,
"ITC45","Milano","DEATH","morti","1","maschi","1_1","tubercolosi","2017","2017",10,,
"ITC45","Milano","DEATH","morti","2","femmine","1_1","tubercolosi","2017","2017",6,,
"ITC45","Milano","DEATH","morti","9","totale","1_1","tubercolosi","2017","2017",16,,
"ITC46","Bergamo","DEATH","morti","1","maschi","1_1","tubercolosi","2017","2017",7,,
"ITC45","Milano","DEATH","morti","1","maschi","1_2","aids (malattia da hiv)","2017","2017",21,,
"ITC45","Milano","DEATH","morti","2","femmine","1_3","epatite virale","2017","2017",63,,
"ITC41","Varese","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2017","2017",88,,
"ITC45","Milano","DEATH","morti","1","maschi","1_4","altre malattie infettive e parassitarie","2017","2017",245,,
"ITC45","Milano","DEATH","morti","2","femmine","1_4","altre malattie infettive e parassitarie","2017","2017",334,,
"ITC46","Bergamo","DEATH","morti","1","maschi","1_4","altre malattie infettive e parassitarie","2017","2017",63,,
"ITC42","Como","DEATH","morti","1","maschi","2","tumori","2017","2017",898,,
"ITC45","Milano","DEATH","morti","1","maschi","2","tumori","2017","2017",5783,,
"ITC45","Milano","DEATH","morti","2","femmine","2_1","tumori maligni","2017","2017",4644,,
"ITC41","Varese","DEATH","morti","2","femmine","2_1_1","di cui tumori maligni delle labbra, cavità orale e faringe","2017","2017",15,,
